date,Energy Type,Energy Generated (GWh)
19/09/2024 0:00,Hydro,0.99
19/09/2024 0:00,Wind,2239.33
19/09/2024 0:00,Solar (Utility),231.03
19/09/2024 0:00,Solar (Rooftop),1704.17
19/09/2024 0:00,Battery (Charging),-102.03
19/09/2024 0:00,Exports,-748.28
19/09/2024 0:00,Imports,311.5
19/09/2024 0:00,Coal (Brown),2310.5
19/09/2024 0:00,Gas (Steam),0
19/09/2024 0:00,Gas (OCGT),0.09
19/09/2024 0:00,Battery (Discharging),0
19/09/2024 0:00,Hydro,1
19/09/2024 0:00,Wind,2223.67
19/09/2024 0:00,Solar (Utility),141.52
19/09/2024 0:00,Solar (Rooftop),1928
19/09/2024 0:00,Battery (Charging),-82.17
19/09/2024 0:00,Exports,-1084.5
19/09/2024 0:00,Imports,492.13
19/09/2024 0:00,Coal (Brown),2258.67
19/09/2024 0:00,Gas (Steam),0
19/09/2024 0:00,Gas (OCGT),0.1
19/09/2024 0:00,Battery (Discharging),0
19/09/2024 0:00,Hydro,1.02
19/09/2024 0:00,Wind,2351.33
19/09/2024 0:00,Solar (Utility),177.65
19/09/2024 0:00,Solar (Rooftop),2040.5
19/09/2024 0:00,Battery (Charging),-110.87
19/09/2024 0:00,Exports,-1144.23
19/09/2024 0:00,Imports,531.02
19/09/2024 0:00,Coal (Brown),2265.17
19/09/2024 0:00,Gas (Steam),0
19/09/2024 0:00,Gas (OCGT),0.1
19/09/2024 0:00,Battery (Discharging),0
19/09/2024 0:00,Hydro,1.05
19/09/2024 0:00,Wind,2222.83
19/09/2024 0:00,Solar (Utility),215.68
19/09/2024 0:00,Solar (Rooftop),2146.33
19/09/2024 0:00,Battery (Charging),-70.4
19/09/2024 0:00,Exports,-1123.5
19/09/2024 0:00,Imports,534.58
19/09/2024 0:00,Coal (Brown),2262.83
19/09/2024 0:00,Gas (Steam),0
19/09/2024 0:00,Gas (OCGT),0.1
19/09/2024 0:00,Battery (Discharging),0
19/09/2024 0:00,Hydro,1.11
19/09/2024 0:00,Wind,2284.5
19/09/2024 0:00,Solar (Utility),239.88
19/09/2024 0:00,Solar (Rooftop),2010.33
19/09/2024 0:00,Battery (Charging),-104.27
19/09/2024 0:00,Exports,-1147.52
19/09/2024 0:00,Imports,531.22
19/09/2024 0:00,Coal (Brown),2260
19/09/2024 0:00,Gas (Steam),0
19/09/2024 0:00,Gas (OCGT),0.1
19/09/2024 0:00,Battery (Discharging),1.23
19/09/2024 0:00,Hydro,1.07
19/09/2024 0:00,Wind,2371.67
19/09/2024 0:00,Solar (Utility),318.03
19/09/2024 0:00,Solar (Rooftop),1877.67
19/09/2024 0:00,Battery (Charging),-49.55
19/09/2024 0:00,Exports,-1173.17
19/09/2024 0:00,Imports,543.87
19/09/2024 0:00,Coal (Brown),2269.67
19/09/2024 0:00,Gas (Steam),0
19/09/2024 0:00,Gas (OCGT),0.09
19/09/2024 0:00,Battery (Discharging),0.75
19/09/2024 0:00,Hydro,1.17
19/09/2024 0:00,Wind,2161.67
19/09/2024 0:00,Solar (Utility),291.03
19/09/2024 0:00,Solar (Rooftop),2029.67
20/09/2024 0:00,Battery (Charging),-77.27
20/09/2024 0:00,Exports,-1102.48
20/09/2024 0:00,Imports,505.35
20/09/2024 0:00,Coal (Brown),2288.33
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,1.2
20/09/2024 0:00,Wind,2207.33
20/09/2024 0:00,Solar (Utility),220.35
20/09/2024 0:00,Solar (Rooftop),2050.5
20/09/2024 0:00,Battery (Charging),-25.4
20/09/2024 0:00,Exports,-1194.15
20/09/2024 0:00,Imports,539.42
20/09/2024 0:00,Coal (Brown),2305.67
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),7.27
20/09/2024 0:00,Hydro,1.19
20/09/2024 0:00,Wind,2081.33
20/09/2024 0:00,Solar (Utility),225.07
20/09/2024 0:00,Solar (Rooftop),1953.58
20/09/2024 0:00,Battery (Charging),-55.08
20/09/2024 0:00,Exports,-1190.67
20/09/2024 0:00,Imports,532.33
20/09/2024 0:00,Coal (Brown),2288.67
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,1.11
20/09/2024 0:00,Wind,2328
20/09/2024 0:00,Solar (Utility),243.37
20/09/2024 0:00,Solar (Rooftop),1673.25
20/09/2024 0:00,Battery (Charging),-15.78
20/09/2024 0:00,Exports,-1340.5
20/09/2024 0:00,Imports,558.02
20/09/2024 0:00,Coal (Brown),2309.83
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),3.4
20/09/2024 0:00,Hydro,1.02
20/09/2024 0:00,Wind,2500.83
20/09/2024 0:00,Solar (Utility),303.07
20/09/2024 0:00,Solar (Rooftop),1599
20/09/2024 0:00,Battery (Charging),-4.58
20/09/2024 0:00,Exports,-1272.5
20/09/2024 0:00,Imports,465.17
20/09/2024 0:00,Coal (Brown),2334.83
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),35.47
20/09/2024 0:00,Hydro,1.1
20/09/2024 0:00,Wind,2694.83
20/09/2024 0:00,Solar (Utility),276.95
20/09/2024 0:00,Solar (Rooftop),1306.33
20/09/2024 0:00,Battery (Charging),-1.43
20/09/2024 0:00,Exports,-1141.02
20/09/2024 0:00,Imports,408.05
20/09/2024 0:00,Coal (Brown),2581.67
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),39.13
20/09/2024 0:00,Hydro,1.09
20/09/2024 0:00,Wind,2768.5
20/09/2024 0:00,Solar (Utility),212.38
20/09/2024 0:00,Solar (Rooftop),1017.01
20/09/2024 0:00,Battery (Charging),0
20/09/2024 0:00,Exports,-1124
20/09/2024 0:00,Imports,386.27
20/09/2024 0:00,Coal (Brown),3184.5
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),60.53
20/09/2024 0:00,Hydro,1.03
20/09/2024 0:00,Wind,2730.5
20/09/2024 0:00,Solar (Utility),158.58
20/09/2024 0:00,Solar (Rooftop),649.27
20/09/2024 0:00,Battery (Charging),-39.32
20/09/2024 0:00,Exports,-1225.85
20/09/2024 0:00,Imports,242.03
20/09/2024 0:00,Coal (Brown),3656.83
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),49.33
20/09/2024 0:00,Hydro,105.08
20/09/2024 0:00,Wind,3032.67
20/09/2024 0:00,Solar (Utility),101.05
20/09/2024 0:00,Solar (Rooftop),343.05
20/09/2024 0:00,Battery (Charging),-0.04
20/09/2024 0:00,Exports,-1229
20/09/2024 0:00,Imports,60.05
20/09/2024 0:00,Coal (Brown),4080.5
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),42.22
20/09/2024 0:00,Hydro,307.4
20/09/2024 0:00,Wind,3075.17
20/09/2024 0:00,Solar (Utility),25.14
20/09/2024 0:00,Solar (Rooftop),114.48
20/09/2024 0:00,Battery (Charging),-2.51
20/09/2024 0:00,Exports,-1268
20/09/2024 0:00,Imports,56.57
20/09/2024 0:00,Coal (Brown),4235.33
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),127.68
20/09/2024 0:00,Hydro,399.85
20/09/2024 0:00,Wind,3096.67
20/09/2024 0:00,Solar (Utility),0.6
20/09/2024 0:00,Solar (Rooftop),15.95
20/09/2024 0:00,Battery (Charging),-0.27
20/09/2024 0:00,Exports,-1384.33
20/09/2024 0:00,Imports,270.38
20/09/2024 0:00,Coal (Brown),4314.33
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),110.5
20/09/2024 0:00,Hydro,483.6
20/09/2024 0:00,Wind,2900
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0.48
20/09/2024 0:00,Battery (Charging),-0.18
20/09/2024 0:00,Exports,-1430
20/09/2024 0:00,Imports,292.38
20/09/2024 0:00,Coal (Brown),4354.83
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),91.43
20/09/2024 0:00,Hydro,516.22
20/09/2024 0:00,Wind,2812.67
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-0.33
20/09/2024 0:00,Exports,-1602.83
20/09/2024 0:00,Imports,320.97
20/09/2024 0:00,Coal (Brown),4366.67
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),36.88
20/09/2024 0:00,Hydro,651.27
20/09/2024 0:00,Wind,2767.67
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-2.67
20/09/2024 0:00,Exports,-1820.33
20/09/2024 0:00,Imports,313.95
20/09/2024 0:00,Coal (Brown),4351.67
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),49.07
20/09/2024 0:00,Hydro,737.43
20/09/2024 0:00,Wind,2821.17
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-14.52
20/09/2024 0:00,Exports,-1819.33
20/09/2024 0:00,Imports,339.68
20/09/2024 0:00,Coal (Brown),4350.5
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),14.78
20/09/2024 0:00,Hydro,702.63
20/09/2024 0:00,Wind,2691.17
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-7.36
20/09/2024 0:00,Exports,-1778.5
20/09/2024 0:00,Imports,387.12
20/09/2024 0:00,Coal (Brown),4318
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),8.68
20/09/2024 0:00,Hydro,616.67
20/09/2024 0:00,Wind,2575.17
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-38.35
20/09/2024 0:00,Exports,-1756.5
20/09/2024 0:00,Imports,354.15
20/09/2024 0:00,Coal (Brown),4123
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0.18
20/09/2024 0:00,Hydro,555.43
20/09/2024 0:00,Wind,2555.33
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-12.98
20/09/2024 0:00,Exports,-1557.83
20/09/2024 0:00,Imports,310.28
20/09/2024 0:00,Coal (Brown),3920.33
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),17.37
20/09/2024 0:00,Hydro,329.12
20/09/2024 0:00,Wind,2504.83
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-69.07
20/09/2024 0:00,Exports,-1584.17
20/09/2024 0:00,Imports,208.85
20/09/2024 0:00,Coal (Brown),3915.17
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0.78
20/09/2024 0:00,Hydro,320.55
20/09/2024 0:00,Wind,2546
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-4.88
20/09/2024 0:00,Exports,-1536.67
20/09/2024 0:00,Imports,302.95
20/09/2024 0:00,Coal (Brown),3810.33
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),2.81
20/09/2024 0:00,Hydro,328.17
20/09/2024 0:00,Wind,2453
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-6.63
20/09/2024 0:00,Exports,-1635.83
20/09/2024 0:00,Imports,314.15
20/09/2024 0:00,Coal (Brown),3787.83
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),5.89
20/09/2024 0:00,Hydro,327.05
20/09/2024 0:00,Wind,2434.83
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-1.03
20/09/2024 0:00,Exports,-1699
20/09/2024 0:00,Imports,277.02
20/09/2024 0:00,Coal (Brown),3506.5
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),18.94
20/09/2024 0:00,Hydro,319.28
20/09/2024 0:00,Wind,2603.83
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-6.77
20/09/2024 0:00,Exports,-1689.17
20/09/2024 0:00,Imports,280.47
20/09/2024 0:00,Coal (Brown),3445
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),15.98
20/09/2024 0:00,Hydro,235.52
20/09/2024 0:00,Wind,2581
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-11.14
20/09/2024 0:00,Exports,-1694.83
20/09/2024 0:00,Imports,239.07
20/09/2024 0:00,Coal (Brown),3344.67
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),7.27
20/09/2024 0:00,Hydro,233.7
20/09/2024 0:00,Wind,2556.33
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-12.67
20/09/2024 0:00,Exports,-1633.5
20/09/2024 0:00,Imports,178.33
20/09/2024 0:00,Coal (Brown),3271.17
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,233.8
20/09/2024 0:00,Wind,2519.67
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-21.79
20/09/2024 0:00,Exports,-1606.33
20/09/2024 0:00,Imports,171.6
20/09/2024 0:00,Coal (Brown),3235.5
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0.04
20/09/2024 0:00,Hydro,233.42
20/09/2024 0:00,Wind,2429.83
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-12.98
20/09/2024 0:00,Exports,-1684.5
20/09/2024 0:00,Imports,171.9
20/09/2024 0:00,Coal (Brown),3245.83
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),2.86
20/09/2024 0:00,Hydro,233.92
20/09/2024 0:00,Wind,2435.33
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-5.68
20/09/2024 0:00,Exports,-1584.83
20/09/2024 0:00,Imports,141.37
20/09/2024 0:00,Coal (Brown),3227.17
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),8.75
20/09/2024 0:00,Hydro,191.08
20/09/2024 0:00,Wind,2373.83
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-19.54
20/09/2024 0:00,Exports,-1433.5
20/09/2024 0:00,Imports,108.22
20/09/2024 0:00,Coal (Brown),3206.17
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0.56
20/09/2024 0:00,Hydro,173.87
20/09/2024 0:00,Wind,2331.17
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-25.25
20/09/2024 0:00,Exports,-1041.45
20/09/2024 0:00,Imports,0
20/09/2024 0:00,Coal (Brown),3086.33
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,219.95
20/09/2024 0:00,Wind,2148.33
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-14.75
20/09/2024 0:00,Exports,-921.72
20/09/2024 0:00,Imports,0
20/09/2024 0:00,Coal (Brown),3123.67
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),13.5
20/09/2024 0:00,Hydro,217.75
20/09/2024 0:00,Wind,2035.17
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-19.75
20/09/2024 0:00,Exports,-909.1
20/09/2024 0:00,Imports,135.9
20/09/2024 0:00,Coal (Brown),3173.33
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),8.85
20/09/2024 0:00,Hydro,233.3
20/09/2024 0:00,Wind,2057.67
20/09/2024 0:00,Solar (Utility),0
20/09/2024 0:00,Solar (Rooftop),0
20/09/2024 0:00,Battery (Charging),-12.35
20/09/2024 0:00,Exports,-1024.72
20/09/2024 0:00,Imports,361.98
20/09/2024 0:00,Coal (Brown),3315.5
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),9.08
20/09/2024 0:00,Hydro,240.75
20/09/2024 0:00,Wind,2054.5
20/09/2024 0:00,Solar (Utility),0.04
20/09/2024 0:00,Solar (Rooftop),0.76
20/09/2024 0:00,Battery (Charging),-2.42
20/09/2024 0:00,Exports,-1093.5
20/09/2024 0:00,Imports,319.35
20/09/2024 0:00,Coal (Brown),3876.17
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),12.7
20/09/2024 0:00,Hydro,289
20/09/2024 0:00,Wind,1941.17
20/09/2024 0:00,Solar (Utility),10.62
20/09/2024 0:00,Solar (Rooftop),18.83
20/09/2024 0:00,Battery (Charging),-0.23
20/09/2024 0:00,Exports,-1001.35
20/09/2024 0:00,Imports,224.7
20/09/2024 0:00,Coal (Brown),4110.33
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),40.07
20/09/2024 0:00,Hydro,342.28
20/09/2024 0:00,Wind,1820.83
20/09/2024 0:00,Solar (Utility),97.76
20/09/2024 0:00,Solar (Rooftop),138.7
20/09/2024 0:00,Battery (Charging),0
20/09/2024 0:00,Exports,-752.07
20/09/2024 0:00,Imports,205.18
20/09/2024 0:00,Coal (Brown),3807
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),35.52
20/09/2024 0:00,Hydro,344.93
20/09/2024 0:00,Wind,1861.67
20/09/2024 0:00,Solar (Utility),265.97
20/09/2024 0:00,Solar (Rooftop),339.6
20/09/2024 0:00,Battery (Charging),-1.67
20/09/2024 0:00,Exports,-907.68
20/09/2024 0:00,Imports,212.22
20/09/2024 0:00,Coal (Brown),3981.67
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),51.1
20/09/2024 0:00,Hydro,272.02
20/09/2024 0:00,Wind,1801.33
20/09/2024 0:00,Solar (Utility),352.22
20/09/2024 0:00,Solar (Rooftop),592.71
20/09/2024 0:00,Battery (Charging),-7.7
20/09/2024 0:00,Exports,-840.23
20/09/2024 0:00,Imports,229.4
20/09/2024 0:00,Coal (Brown),3961.33
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),1.15
20/09/2024 0:00,Hydro,146.32
20/09/2024 0:00,Wind,1793.5
20/09/2024 0:00,Solar (Utility),368.73
20/09/2024 0:00,Solar (Rooftop),811.65
20/09/2024 0:00,Battery (Charging),-11.23
20/09/2024 0:00,Exports,-749.37
20/09/2024 0:00,Imports,110.57
20/09/2024 0:00,Coal (Brown),3678.33
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),3.4
20/09/2024 0:00,Hydro,1
20/09/2024 0:00,Wind,1925.67
20/09/2024 0:00,Solar (Utility),387.53
20/09/2024 0:00,Solar (Rooftop),1053.45
20/09/2024 0:00,Battery (Charging),-0.88
20/09/2024 0:00,Exports,-807.48
20/09/2024 0:00,Imports,247.75
20/09/2024 0:00,Coal (Brown),3314.67
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),3.92
20/09/2024 0:00,Hydro,1.03
20/09/2024 0:00,Wind,2008.67
20/09/2024 0:00,Solar (Utility),439.15
20/09/2024 0:00,Solar (Rooftop),1241.17
20/09/2024 0:00,Battery (Charging),-83.3
20/09/2024 0:00,Exports,-416.08
20/09/2024 0:00,Imports,285.02
20/09/2024 0:00,Coal (Brown),2788
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,1.03
20/09/2024 0:00,Wind,2015
20/09/2024 0:00,Solar (Utility),522.23
20/09/2024 0:00,Solar (Rooftop),1350.58
20/09/2024 0:00,Battery (Charging),-54.48
20/09/2024 0:00,Exports,-319.23
20/09/2024 0:00,Imports,451.38
20/09/2024 0:00,Coal (Brown),2522.33
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,1.03
20/09/2024 0:00,Wind,1796.83
20/09/2024 0:00,Solar (Utility),520.68
20/09/2024 0:00,Solar (Rooftop),1472.75
20/09/2024 0:00,Battery (Charging),-42.33
20/09/2024 0:00,Exports,-312.63
20/09/2024 0:00,Imports,650.07
20/09/2024 0:00,Coal (Brown),2479.17
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,1.07
20/09/2024 0:00,Wind,1634.83
20/09/2024 0:00,Solar (Utility),461.75
20/09/2024 0:00,Solar (Rooftop),1640.5
20/09/2024 0:00,Battery (Charging),-71.13
20/09/2024 0:00,Exports,-326.9
20/09/2024 0:00,Imports,663.18
20/09/2024 0:00,Coal (Brown),2434
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,1.02
20/09/2024 0:00,Wind,1744.33
20/09/2024 0:00,Solar (Utility),486.68
20/09/2024 0:00,Solar (Rooftop),1586.08
20/09/2024 0:00,Battery (Charging),-71.3
20/09/2024 0:00,Exports,-357.38
20/09/2024 0:00,Imports,566.73
20/09/2024 0:00,Coal (Brown),2402.5
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,1.03
20/09/2024 0:00,Wind,1872.67
20/09/2024 0:00,Solar (Utility),421.6
20/09/2024 0:00,Solar (Rooftop),1594.08
20/09/2024 0:00,Battery (Charging),-52.33
20/09/2024 0:00,Exports,-397.57
20/09/2024 0:00,Imports,586.32
20/09/2024 0:00,Coal (Brown),2411.17
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,1.02
20/09/2024 0:00,Wind,1851.67
20/09/2024 0:00,Solar (Utility),427.32
20/09/2024 0:00,Solar (Rooftop),1591.08
20/09/2024 0:00,Battery (Charging),-54.22
20/09/2024 0:00,Exports,-627.52
20/09/2024 0:00,Imports,655.63
20/09/2024 0:00,Coal (Brown),2403.17
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,1.05
20/09/2024 0:00,Wind,1918.5
20/09/2024 0:00,Solar (Utility),320.12
20/09/2024 0:00,Solar (Rooftop),1670.83
20/09/2024 0:00,Battery (Charging),-53.82
20/09/2024 0:00,Exports,-957.75
20/09/2024 0:00,Imports,625.33
20/09/2024 0:00,Coal (Brown),2393.83
20/09/2024 0:00,Gas (Steam),0
20/09/2024 0:00,Gas (OCGT),0.1
20/09/2024 0:00,Battery (Discharging),0
20/09/2024 0:00,Hydro,1.05
20/09/2024 0:00,Wind,2002.5
20/09/2024 0:00,Solar (Utility),390.3
20/09/2024 0:00,Solar (Rooftop),1714
21/09/2024 0:00,Battery (Charging),-94.95
21/09/2024 0:00,Exports,-1145.68
21/09/2024 0:00,Imports,662.13
21/09/2024 0:00,Coal (Brown),2413
21/09/2024 0:00,Gas (Steam),0
21/09/2024 0:00,Gas (OCGT),0.1
21/09/2024 0:00,Battery (Discharging),0
21/09/2024 0:00,Hydro,1.02
21/09/2024 0:00,Wind,2154.83
21/09/2024 0:00,Solar (Utility),376.9
21/09/2024 0:00,Solar (Rooftop),1642.33
21/09/2024 0:00,Battery (Charging),-41.72
21/09/2024 0:00,Exports,-1094.1
21/09/2024 0:00,Imports,628.08
21/09/2024 0:00,Coal (Brown),2400.83
21/09/2024 0:00,Gas (Steam),0
21/09/2024 0:00,Gas (OCGT),0.1
21/09/2024 0:00,Battery (Discharging),2.33
21/09/2024 0:00,Hydro,1.02
21/09/2024 0:00,Wind,2112.33
21/09/2024 0:00,Solar (Utility),342.25
21/09/2024 0:00,Solar (Rooftop),1523
21/09/2024 0:00,Battery (Charging),-13.22
21/09/2024 0:00,Exports,-1138.33
21/09/2024 0:00,Imports,665.1
21/09/2024 0:00,Coal (Brown),2408
21/09/2024 0:00,Gas (Steam),0
21/09/2024 0:00,Gas (OCGT),0.1
21/09/2024 0:00,Battery (Discharging),8.15
21/09/2024 0:00,Hydro,1.03
21/09/2024 0:00,Wind,2241.33
21/09/2024 0:00,Solar (Utility),330.6
21/09/2024 0:00,Solar (Rooftop),1346.15
21/09/2024 0:00,Battery (Charging),-2.5
21/09/2024 0:00,Exports,-999.5
21/09/2024 0:00,Imports,648.58
21/09/2024 0:00,Coal (Brown),2431.5
